Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00,09:00,03h 00m,INR 486,28 Seats available,"4.3
23",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00,09:15,03h 15m,INR 486,28 Seats available,"4.7
385",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15,09:30,03h 15m,INR 486,35 Seats available,"4.3
331",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:30,09:45,03h 15m,INR 486,24 Seats available,"4.2
247",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30,10:15,03h 45m,INR 486,38 Seats available,"4.7
135",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00,10:30,03h 30m,INR 486,20 Seats available,"4.7
337",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line,Volvo 9600 A/C Seater (2+2),07:05,10:20,03h 15m,INR 486,47 Seats available,"4.6
288",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline,Volvo A/C Seater (2+2),07:40,11:40,04h 00m,INR 486,37 Seats available,"4.5
155",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:45,11:45,04h 00m,INR 486,26 Seats available,"4.6
280",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),08:15,12:15,04h 00m,INR 486,26 Seats available,"4.5
185",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Arman Travels,Non AC Seater (2+3),06:50,10:45,03h 55m,INR 130,59 Seats available,"1.7
4",https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00,10:00,04h 00m,INR 524,29 Seats available,"3.3
22",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00,10:15,04h 15m,INR 524,28 Seats available,"4.3
280",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15,10:30,04h 15m,INR 524,35 Seats available,"4.3
210",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30,11:00,04h 30m,INR 524,36 Seats available,"4.6
88",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:30,10:45,04h 15m,INR 524,25 Seats available,"3.9
95",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00,11:30,04h 30m,INR 524,23 Seats available,"4.3
251",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line,Volvo 9600 A/C Seater (2+2),07:05,11:20,04h 15m,INR 524,47 Seats available,"4.5
195",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Greenline,Volvo A/C Seater (2+2),07:40,12:40,05h 00m,INR 524,37 Seats available,"4.1
32",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:45,12:45,05h 00m,INR 524,29 Seats available,"4.4
149",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),08:15,13:15,05h 00m,INR 524,26 Seats available,"4.4
81",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),06:45,08:15,01h 30m,380,3 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
Sagufta Travels (Direct Mandarmani),A/C Seater (2+3),07:15,08:30,01h 15m,394,25 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
SBSTC-GARIA - MIDNAPUR - 05:05 (MID DEPOT) - 1512,Non AC Seater (2+3),05:05,00:00,18h 55m,INR 106,51 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KARUNAMOYEE - BANDWAN - VIA - KALAIKUNDA - 04:45 ( - 3800,Non AC Seater (2+3),05:40,00:00,18h 20m,INR 86,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-GARIA - JHARGRAM - VIA - MIDNAPUR - 06:15 - 2215,Non AC Seater (2+3),06:15,00:00,17h 45m,INR 106,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KARUNAMOYEE - JHARGRAM - 05:30 (JHRM DEPOT) - 954,Non AC Seater (2+3),06:30,00:00,17h 30m,INR 88,46 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KARUNAMOYEE - MIDNAPUR - 06:00 (MID DEPOT) - 974,Non AC Seater (2+3),07:00,00:00,17h 00m,INR 88,51 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KOLKATA - MIDNAPUR - 08:00 (MID DEPOT) - 876,Non AC Seater (2+3),08:00,00:00,16h 00m,INR 88,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-GARIA - JHARGRAM - VIA - MIDNAPUR - 07:00 - 3803,Non AC Seater (2+3),08:25,00:00,15h 35m,INR 88,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KOLKATA - MIDNAPUR - 08:45 (MID DEPOT) - 607,Non AC Seater (2+3),08:45,00:00,15h 15m,INR 88,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KARUNAMOYEE - JHARGRAM - 08:00 (JHRM DEPOT) - 3818,Non AC Seater (2+3),09:25,00:00,14h 35m,INR 88,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KOLKATA - MIDNAPUR - 09:50 (MID DEPOT) - 1483,Non AC Seater (2+3),09:50,00:00,14h 10m,INR 88,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
Aradhana Travels,Non AC Seater (2+3),01:00,07:00,06h 00m,475,8 Seats available,3.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
City Express,AC Seater (2+3),05:35,10:20,04h 45m,INR 370,6 Seats available,"3.3
16",https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Satya Paribahan,A/C Seater (2+3),05:40,11:35,05h 55m,INR 370,12 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Santosh Bus Service,A/C Seater Push Back (2+3),05:50,10:20,04h 30m,416,2 Seats available,"3.9
71",https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Bus Service,Non AC Seater (2+3),00:40,05:55,05h 15m,INR 350,53 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Bus Service,A/C Seater / Sleeper (2+2),02:00,07:35,05h 35m,INR 400,51 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Bus Service,A/C Seater / Sleeper (2+2),02:30,07:40,05h 10m,INR 500,34 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Ankita Paribahan,AC Seater (2+3),05:15,10:00,04h 45m,INR 420,29 Seats available,2.7,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Ankita Paribahan (Satya),A/C Seater Push Back (2+3),05:40,11:35,05h 55m,INR 370,21 Seats available,2.7,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Satya Paribahan,A/C Executive (2+3),06:00,10:00,04h 00m,INR 350,42 Seats available,"1.7
4",https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
